id,surah,ayat,terjemah,clean_ayat,topik
[40.44],Al Mumin (Al Ghaafir),44,Kelak kamu akan ingat kepada apa yang kukatakan kepada kamu. Dan aku menyerahkan urusanku kepada Allah. Sesungguhnya Allah Maha Melihat akan hamba-hamba-Nya.,kelak kata serah urus allah sungguh allah maha hamba hamba,akhlaq dan adab
[40.44],Al Mumin (Al Ghaafir),44,Kelak kamu akan ingat kepada apa yang kukatakan kepada kamu. Dan aku menyerahkan urusanku kepada Allah. Sesungguhnya Allah Maha Melihat akan hamba-hamba-Nya.,kelak kata serah urus allah sungguh allah maha hamba hamba,bangsa bangsa terdahulu
[40.44],Al Mumin (Al Ghaafir),44,Kelak kamu akan ingat kepada apa yang kukatakan kepada kamu. Dan aku menyerahkan urusanku kepada Allah. Sesungguhnya Allah Maha Melihat akan hamba-hamba-Nya.,kelak kata serah urus allah sungguh allah maha hamba hamba,ibadah
[40.44],Al Mumin (Al Ghaafir),44,Kelak kamu akan ingat kepada apa yang kukatakan kepada kamu. Dan aku menyerahkan urusanku kepada Allah. Sesungguhnya Allah Maha Melihat akan hamba-hamba-Nya.,kelak kata serah urus allah sungguh allah maha hamba hamba,iman
[40.44],Al Mumin (Al Ghaafir),44,Kelak kamu akan ingat kepada apa yang kukatakan kepada kamu. Dan aku menyerahkan urusanku kepada Allah. Sesungguhnya Allah Maha Melihat akan hamba-hamba-Nya.,kelak kata serah urus allah sungguh allah maha hamba hamba,jihad
[40.45],Al Mumin (Al Ghaafir),45,Maka Allah memeliharanya dari kejahatan tipu daya mereka dan Firaun beserta kaumnya dikepung oleh azab yang amat buruk.,allah pelihara jahat tipu daya firaun serta kaum kepung azab buruk,akhlaq dan adab
[40.45],Al Mumin (Al Ghaafir),45,Maka Allah memeliharanya dari kejahatan tipu daya mereka dan Firaun beserta kaumnya dikepung oleh azab yang amat buruk.,allah pelihara jahat tipu daya firaun serta kaum kepung azab buruk,bangsa bangsa terdahulu
[40.45],Al Mumin (Al Ghaafir),45,Maka Allah memeliharanya dari kejahatan tipu daya mereka dan Firaun beserta kaumnya dikepung oleh azab yang amat buruk.,allah pelihara jahat tipu daya firaun serta kaum kepung azab buruk,ibadah
[40.45],Al Mumin (Al Ghaafir),45,Maka Allah memeliharanya dari kejahatan tipu daya mereka dan Firaun beserta kaumnya dikepung oleh azab yang amat buruk.,allah pelihara jahat tipu daya firaun serta kaum kepung azab buruk,iman
[40.46],Al Mumin (Al Ghaafir),46,Kepada mereka dinampakkan neraka pada pagi dan petang dan pada hari terjadinya Kiamat. (Dikatakan kepada malaikat): Masukkanlah Firaun dan kaumnya ke dalam azab yang sangat keras.,dinampakkan neraka pagi petang kiamat malaikat masuk firaun kaum azab keras,ibadah
[40.46],Al Mumin (Al Ghaafir),46,Kepada mereka dinampakkan neraka pada pagi dan petang dan pada hari terjadinya Kiamat. (Dikatakan kepada malaikat): Masukkanlah Firaun dan kaumnya ke dalam azab yang sangat keras.,dinampakkan neraka pagi petang kiamat malaikat masuk firaun kaum azab keras,iman
[40.47],Al Mumin (Al Ghaafir),47,Dan (ingatlah) ketika mereka berbantah-bantah dalam neraka maka orang-orang yang lemah berkata kepada orang-orang yang menyombongkan diri: Sesungguhnya kami adalah pengikut-pengikutmu maka dapatkah kamu menghindarkan dari kami sebahagian azab api neraka?,ingat ban bantah neraka lemah sombong sungguh ikut ikut dapat hindar sebahagian azab api neraka,iman
[40.47],Al Mumin (Al Ghaafir),47,Dan (ingatlah) ketika mereka berbantah-bantah dalam neraka maka orang-orang yang lemah berkata kepada orang-orang yang menyombongkan diri: Sesungguhnya kami adalah pengikut-pengikutmu maka dapatkah kamu menghindarkan dari kami sebahagian azab api neraka?,ingat ban bantah neraka lemah sombong sungguh ikut ikut dapat hindar sebahagian azab api neraka,peradilan dan hakim
[40.48],Al Mumin (Al Ghaafir),48,Orang-orang yang menyombongkan diri menjawab: Sesungguhnya kita semua sama-sama dalam neraka karena sesungguhnya Allah telah menetapkan keputusan antara hamba-hamba- (Nya).,sombong sungguh neraka sungguh allah tetap putus hamba hamba,iman
[40.49],Al Mumin (Al Ghaafir),49,Dan orang-orang yang berada dalam neraka berkata kepada penjaga-penjaga neraka Jahanam: Mohonkanlah kepada Tuhanmu supaya Dia meringankan azab dari kami barang sehari.,neraka jaga jaga neraka jahanam mohon tuhan ringan azab barang hari,iman
[40.50],Al Mumin (Al Ghaafir),50,Penjaga Jahanam berkata: Dan apakah belum datang kepada kamu rasul-rasulmu dengan membawa keterangan-keterangan? Mereka menjawab: Benar sudah datang. Penjaga-penjaga Jahanam berkata: Berdoalah kamu. Dan doa orang-orang kafir itu hanyalah sia-sia belaka.,jaga jahanam rasul rasul bawa terang terang jaga jaga jahanam doa doa kafir sia sia belaka,alquran
[40.50],Al Mumin (Al Ghaafir),50,Penjaga Jahanam berkata: Dan apakah belum datang kepada kamu rasul-rasulmu dengan membawa keterangan-keterangan? Mereka menjawab: Benar sudah datang. Penjaga-penjaga Jahanam berkata: Berdoalah kamu. Dan doa orang-orang kafir itu hanyalah sia-sia belaka.,jaga jahanam rasul rasul bawa terang terang jaga jaga jahanam doa doa kafir sia sia belaka,bangsa bangsa terdahulu
[40.50],Al Mumin (Al Ghaafir),50,Penjaga Jahanam berkata: Dan apakah belum datang kepada kamu rasul-rasulmu dengan membawa keterangan-keterangan? Mereka menjawab: Benar sudah datang. Penjaga-penjaga Jahanam berkata: Berdoalah kamu. Dan doa orang-orang kafir itu hanyalah sia-sia belaka.,jaga jahanam rasul rasul bawa terang terang jaga jaga jahanam doa doa kafir sia sia belaka,iman
[40.51],Al Mumin (Al Ghaafir),51,Sesungguhnya Kami menolong rasul-rasul Kami dan orang-orang yang beriman dalam kehidupan dunia dan pada hari berdirinya saksi-saksi (hari kiamat),sungguh tolong rasul rasul iman hidup dunia diri saksi saksi kiamat,iman
[40.52],Al Mumin (Al Ghaafir),52,(yaitu) hari yang tiada berguna bagi orang-orang zalim permintaan maafnya dan bagi merekalah laknat dan bagi merekalah tempat tinggal yang buruk.,tiada guna zalim minta maaf laknat tinggal buruk,akhlaq dan adab
[40.52],Al Mumin (Al Ghaafir),52,(yaitu) hari yang tiada berguna bagi orang-orang zalim permintaan maafnya dan bagi merekalah laknat dan bagi merekalah tempat tinggal yang buruk.,tiada guna zalim minta maaf laknat tinggal buruk,iman
[40.53],Al Mumin (Al Ghaafir),53,Dan sesungguhnya telah Kami berikan petunjuk kepada Musa dan Kami wariskan Taurat kepada Bani Israel,sungguh tunjuk musa waris taurat bani israel,alquran
[40.53],Al Mumin (Al Ghaafir),53,Dan sesungguhnya telah Kami berikan petunjuk kepada Musa dan Kami wariskan Taurat kepada Bani Israel,sungguh tunjuk musa waris taurat bani israel,bangsa bangsa terdahulu
[40.53],Al Mumin (Al Ghaafir),53,Dan sesungguhnya telah Kami berikan petunjuk kepada Musa dan Kami wariskan Taurat kepada Bani Israel,sungguh tunjuk musa waris taurat bani israel,iman
[40.54],Al Mumin (Al Ghaafir),54,untuk menjadi petunjuk dan peringatan bagi orang-orang yang berpikir.,tunjuk ingat pikir,alquran
[40.54],Al Mumin (Al Ghaafir),54,untuk menjadi petunjuk dan peringatan bagi orang-orang yang berpikir.,tunjuk ingat pikir,iman
[40.55],Al Mumin (Al Ghaafir),55,Maka bersabarlah kamu karena sesungguhnya janji Allah itu benar dan mohonlah ampunan untuk dosamu dan bertasbihlah seraya memuji Tuhanmu pada waktu petang dan pagi.,sabar sungguh janji allah mohon ampun dosa tasbih seraya puji tuhan petang pagi,akhlaq dan adab
[40.55],Al Mumin (Al Ghaafir),55,Maka bersabarlah kamu karena sesungguhnya janji Allah itu benar dan mohonlah ampunan untuk dosamu dan bertasbihlah seraya memuji Tuhanmu pada waktu petang dan pagi.,sabar sungguh janji allah mohon ampun dosa tasbih seraya puji tuhan petang pagi,ibadah
[40.55],Al Mumin (Al Ghaafir),55,Maka bersabarlah kamu karena sesungguhnya janji Allah itu benar dan mohonlah ampunan untuk dosamu dan bertasbihlah seraya memuji Tuhanmu pada waktu petang dan pagi.,sabar sungguh janji allah mohon ampun dosa tasbih seraya puji tuhan petang pagi,iman
[40.55],Al Mumin (Al Ghaafir),55,Maka bersabarlah kamu karena sesungguhnya janji Allah itu benar dan mohonlah ampunan untuk dosamu dan bertasbihlah seraya memuji Tuhanmu pada waktu petang dan pagi.,sabar sungguh janji allah mohon ampun dosa tasbih seraya puji tuhan petang pagi,sejarah
[40.56],Al Mumin (Al Ghaafir),56,Sesungguhnya orang-orang yang memperdebatkan tentang ayat-ayat Allah tanpa alasan yang sampai kepada mereka tidak ada dalam dada mereka melainkan hanyalah (keinginan akan) kebesaran yang mereka sekali-kali tiada akan mencapainya maka mintalah perlindungan kepada Allah. Sesungguhnya Dia Maha Mendengar lagi Maha Melihat.,sungguh debat ayat ayat allah alas dada besar tiada capa minta lindung allah sungguh maha dengar maha,akhlaq dan adab
[40.56],Al Mumin (Al Ghaafir),56,Sesungguhnya orang-orang yang memperdebatkan tentang ayat-ayat Allah tanpa alasan yang sampai kepada mereka tidak ada dalam dada mereka melainkan hanyalah (keinginan akan) kebesaran yang mereka sekali-kali tiada akan mencapainya maka mintalah perlindungan kepada Allah. Sesungguhnya Dia Maha Mendengar lagi Maha Melihat.,sungguh debat ayat ayat allah alas dada besar tiada capa minta lindung allah sungguh maha dengar maha,alquran
[40.56],Al Mumin (Al Ghaafir),56,Sesungguhnya orang-orang yang memperdebatkan tentang ayat-ayat Allah tanpa alasan yang sampai kepada mereka tidak ada dalam dada mereka melainkan hanyalah (keinginan akan) kebesaran yang mereka sekali-kali tiada akan mencapainya maka mintalah perlindungan kepada Allah. Sesungguhnya Dia Maha Mendengar lagi Maha Melihat.,sungguh debat ayat ayat allah alas dada besar tiada capa minta lindung allah sungguh maha dengar maha,ibadah
[40.56],Al Mumin (Al Ghaafir),56,Sesungguhnya orang-orang yang memperdebatkan tentang ayat-ayat Allah tanpa alasan yang sampai kepada mereka tidak ada dalam dada mereka melainkan hanyalah (keinginan akan) kebesaran yang mereka sekali-kali tiada akan mencapainya maka mintalah perlindungan kepada Allah. Sesungguhnya Dia Maha Mendengar lagi Maha Melihat.,sungguh debat ayat ayat allah alas dada besar tiada capa minta lindung allah sungguh maha dengar maha,ilmu
[40.56],Al Mumin (Al Ghaafir),56,Sesungguhnya orang-orang yang memperdebatkan tentang ayat-ayat Allah tanpa alasan yang sampai kepada mereka tidak ada dalam dada mereka melainkan hanyalah (keinginan akan) kebesaran yang mereka sekali-kali tiada akan mencapainya maka mintalah perlindungan kepada Allah. Sesungguhnya Dia Maha Mendengar lagi Maha Melihat.,sungguh debat ayat ayat allah alas dada besar tiada capa minta lindung allah sungguh maha dengar maha,iman
[40.57],Al Mumin (Al Ghaafir),57,Sesungguhnya penciptaan langit dan bumi lebih besar daripada penciptaan manusia akan tetapi kebanyakan manusia tidak mengetahui.,sungguh cipta langit bumi cipta manusia banyak manusia,alquran
[40.57],Al Mumin (Al Ghaafir),57,Sesungguhnya penciptaan langit dan bumi lebih besar daripada penciptaan manusia akan tetapi kebanyakan manusia tidak mengetahui.,sungguh cipta langit bumi cipta manusia banyak manusia,bangsa bangsa terdahulu
[40.57],Al Mumin (Al Ghaafir),57,Sesungguhnya penciptaan langit dan bumi lebih besar daripada penciptaan manusia akan tetapi kebanyakan manusia tidak mengetahui.,sungguh cipta langit bumi cipta manusia banyak manusia,iman
[40.58],Al Mumin (Al Ghaafir),58,Dan tidaklah sama orang yang buta dengan orang yang melihat dan tidaklah (pula sama) orang-orang yang beriman serta mengerjakan amal saleh dengan orang-orang yang durhaka. Sedikit sekali kamu mengambil pelajaran.,buta iman amal saleh durhaka ambil ajar,alquran
[40.58],Al Mumin (Al Ghaafir),58,Dan tidaklah sama orang yang buta dengan orang yang melihat dan tidaklah (pula sama) orang-orang yang beriman serta mengerjakan amal saleh dengan orang-orang yang durhaka. Sedikit sekali kamu mengambil pelajaran.,buta iman amal saleh durhaka ambil ajar,iman
[40.59],Al Mumin (Al Ghaafir),59,Sesungguhnya hari kiamat pasti akan datang tidak ada keraguan tentangnya akan tetapi kebanyakan manusia tiada beriman.,sungguh kiamat ragu tentang banyak manusia tiada iman,iman
[40.60],Al Mumin (Al Ghaafir),60,Dan Tuhanmu berfirman: Berdoalah kepada-Ku niscaya akan Kuperkenankan bagimu. Sesungguhnya orang-orang yang menyombongkan diri dari menyembah-Ku akan masuk neraka Jahanam dalam keadaan hina dina.,tuhan firman doa ku niscaya kenan bagi sungguh sombong sembah ku masuk neraka jahanam hina dina,akhlaq dan adab
[40.60],Al Mumin (Al Ghaafir),60,Dan Tuhanmu berfirman: Berdoalah kepada-Ku niscaya akan Kuperkenankan bagimu. Sesungguhnya orang-orang yang menyombongkan diri dari menyembah-Ku akan masuk neraka Jahanam dalam keadaan hina dina.,tuhan firman doa ku niscaya kenan bagi sungguh sombong sembah ku masuk neraka jahanam hina dina,ibadah
[40.60],Al Mumin (Al Ghaafir),60,Dan Tuhanmu berfirman: Berdoalah kepada-Ku niscaya akan Kuperkenankan bagimu. Sesungguhnya orang-orang yang menyombongkan diri dari menyembah-Ku akan masuk neraka Jahanam dalam keadaan hina dina.,tuhan firman doa ku niscaya kenan bagi sungguh sombong sembah ku masuk neraka jahanam hina dina,iman
[40.61],Al Mumin (Al Ghaafir),61,Allah-lah yang menjadikan malam untuk kamu supaya kamu beristirahat padanya dan menjadikan siang terang benderang. Sesungguhnya Allah benar-benar mempunyai karunia yang dilimpahkan atas manusia akan tetapi kebanyakan manusia tidak bersyukur.,allah jadi malam istirahat jadi siang terang benderang sungguh allah karunia limpah manusia banyak manusia syukur,alquran
[40.61],Al Mumin (Al Ghaafir),61,Allah-lah yang menjadikan malam untuk kamu supaya kamu beristirahat padanya dan menjadikan siang terang benderang. Sesungguhnya Allah benar-benar mempunyai karunia yang dilimpahkan atas manusia akan tetapi kebanyakan manusia tidak bersyukur.,allah jadi malam istirahat jadi siang terang benderang sungguh allah karunia limpah manusia banyak manusia syukur,iman
[40.62],Al Mumin (Al Ghaafir),62,Yang demikian itu adalah Allah Tuhanmu Pencipta segala sesuatu tiada Tuhan (yang berhak disembah) melainkan Dia maka bagaimanakah kamu dapat dipalingkan?,allah tuhan cipta tiada tuhan hak sembah paling,iman
[40.63],Al Mumin (Al Ghaafir),63,Seperti demikianlah dipalingkan orang-orang yang selalu mengingkari ayat-ayat Allah.,paling ingkar ayat ayat allah,iman
[40.64],Al Mumin (Al Ghaafir),64,Allah-lah yang menjadikan bumi bagi kamu tempat menetap dan langit sebagai atap dan membentuk kamu lalu membaguskan rupamu serta memberi kamu rezeki dengan sebahagian yang baik-baik. Yang demikian itu adalah Allah Tuhanmu Maha Agung Allah Tuhan semesta alam.,allah jadi bumi tetap langit atap bentuk bagus rupa rezeki sebahagian allah tuhan maha agung allah tuhan semesta alam,alquran
[40.64],Al Mumin (Al Ghaafir),64,Allah-lah yang menjadikan bumi bagi kamu tempat menetap dan langit sebagai atap dan membentuk kamu lalu membaguskan rupamu serta memberi kamu rezeki dengan sebahagian yang baik-baik. Yang demikian itu adalah Allah Tuhanmu Maha Agung Allah Tuhan semesta alam.,allah jadi bumi tetap langit atap bentuk bagus rupa rezeki sebahagian allah tuhan maha agung allah tuhan semesta alam,iman
[40.65],Al Mumin (Al Ghaafir),65,Dialah Yang hidup kekal tiada Tuhan (yang berhak disembah) melainkan Dia maka sembahlah Dia dengan memurnikan ibadah kepada-Nya. Segala puji bagi Allah Tuhan semesta alam.,hidup kekal tiada tuhan hak sembah sembah murni ibadah puji allah tuhan semesta alam,ibadah
[40.65],Al Mumin (Al Ghaafir),65,Dialah Yang hidup kekal tiada Tuhan (yang berhak disembah) melainkan Dia maka sembahlah Dia dengan memurnikan ibadah kepada-Nya. Segala puji bagi Allah Tuhan semesta alam.,hidup kekal tiada tuhan hak sembah sembah murni ibadah puji allah tuhan semesta alam,iman
[40.66],Al Mumin (Al Ghaafir),66,Katakanlah (ya Muhammad): Sesungguhnya aku dilarang menyembah sembahan yang kamu sembah selain Allah setelah datang kepadaku keterangan-keterangan dari Tuhanku dan aku diperintahkan supaya tunduk patuh kepada Tuhan semesta alam.,muhammad sungguh larang sembah sembah sembah allah kepada terang terang tuhan perintah tunduk patuh tuhan semesta alam,bangsa bangsa terdahulu
[40.66],Al Mumin (Al Ghaafir),66,Katakanlah (ya Muhammad): Sesungguhnya aku dilarang menyembah sembahan yang kamu sembah selain Allah setelah datang kepadaku keterangan-keterangan dari Tuhanku dan aku diperintahkan supaya tunduk patuh kepada Tuhan semesta alam.,muhammad sungguh larang sembah sembah sembah allah kepada terang terang tuhan perintah tunduk patuh tuhan semesta alam,iman
[40.67],Al Mumin (Al Ghaafir),67,Dia-lah yang menciptakan kamu dari tanah kemudian dari setetes air mani sesudah itu dari segumpal darah kemudian dilahirkannya kamu sebagai seorang anak kemudian (kamu dibiarkan hidup) supaya kamu sampai kepada masa (dewasa) kemudian (dibiarkan kamu hidup lagi) sampai tua di antara kamu ada yang diwafatkan sebelum itu. (Kami perbuat demikian) supaya kamu sampai kepada ajal yang ditentukan dan supaya kamu memahami (nya).,cipta tanah tetes air mani gumpal darah lahir anak biar hidup dewasa biar hidup tua wafat buat ajal tentu paham,alquran
[40.68],Al Mumin (Al Ghaafir),68,Dia-lah yang menghidupkan dan mematikan maka apabila Dia menetapkan sesuatu urusan Dia hanya berkata kepadanya: Jadilah maka jadilah ia.,hidup mati tetap urus,iman
[40.69],Al Mumin (Al Ghaafir),69,Apakah kamu tidak melihat kepada orang-orang yang membantah ayat-ayat Allah? Bagaimanakah mereka dapat dipalingkan?,ban ayat ayat allah paling,alquran
[40.69],Al Mumin (Al Ghaafir),69,Apakah kamu tidak melihat kepada orang-orang yang membantah ayat-ayat Allah? Bagaimanakah mereka dapat dipalingkan?,ban ayat ayat allah paling,iman
[40.70],Al Mumin (Al Ghaafir),70,(Yaitu) orang-orang yang mendustakan Al Kitab (Al Qur'an) dan wahyu yang dibawa oleh rasul-rasul Kami yang telah Kami utus. Kelak mereka akan mengetahui,dusta kitab qur wahyu bawa rasul rasul utus kelak,iman
[40.71],Al Mumin (Al Ghaafir),71,ketika belenggu dan rantai dipasang di leher mereka seraya mereka diseret,belenggu rantai pasang leher seraya seret,iman
[40.72],Al Mumin (Al Ghaafir),72,ke dalam air yang sangat panas kemudian mereka dibakar dalam api,air panas bakar api,iman
[40.73],Al Mumin (Al Ghaafir),73,kemudian dikatakan kepada mereka: Manakah berhala-berhala yang selalu kamu persekutukan,mana berhala berhala sekutu,iman
[40.74],Al Mumin (Al Ghaafir),74,(yang kamu sembah) selain Allah? Mereka menjawab: Mereka telah hilang lenyap dari kami bahkan kami dahulu tiada pernah menyembah sesuatu. Seperti demikianlah Allah menyesatkan orang-orang kafir.,sembah allah hilang lenyap tiada sembah allah sesat kafir,iman
[40.75],Al Mumin (Al Ghaafir),75,Yang demikian itu disebabkan karena kamu bersuka ria di muka bumi dengan tidak benar dan karena kamu selalu bersuka ria (dalam kemaksiatan).,sebab suka ria muka bumi suka ria maksiat,akhlaq dan adab
[40.75],Al Mumin (Al Ghaafir),75,Yang demikian itu disebabkan karena kamu bersuka ria di muka bumi dengan tidak benar dan karena kamu selalu bersuka ria (dalam kemaksiatan).,sebab suka ria muka bumi suka ria maksiat,iman
[40.76],Al Mumin (Al Ghaafir),76,(Dikatakan kepada mereka): Masuklah kamu ke pintu-pintu neraka Jahanam dan kamu kekal di dalamnya. Maka itulah seburuk-buruk tempat bagi orang-orang yang sombong.,masuk pintu pintu neraka jahanam kekal dalam buruk buruk sombong,akhlaq dan adab
[40.76],Al Mumin (Al Ghaafir),76,(Dikatakan kepada mereka): Masuklah kamu ke pintu-pintu neraka Jahanam dan kamu kekal di dalamnya. Maka itulah seburuk-buruk tempat bagi orang-orang yang sombong.,masuk pintu pintu neraka jahanam kekal dalam buruk buruk sombong,iman
[40.77],Al Mumin (Al Ghaafir),77,Maka bersabarlah kamu sesungguhnya janji Allah adalah benar maka meskipun Kami perlihatkan kepadamu sebagian siksa yang Kami ancamkan kepada mereka atau pun Kami wafatkan kamu (sebelum ajal menimpa mereka) namun kepada Kami sajalah mereka dikembalikan.,sabar sungguh janji allah lihat kepada siksa ancam wafat ajal timpa kembali,akhlaq dan adab
[40.77],Al Mumin (Al Ghaafir),77,Maka bersabarlah kamu sesungguhnya janji Allah adalah benar maka meskipun Kami perlihatkan kepadamu sebagian siksa yang Kami ancamkan kepada mereka atau pun Kami wafatkan kamu (sebelum ajal menimpa mereka) namun kepada Kami sajalah mereka dikembalikan.,sabar sungguh janji allah lihat kepada siksa ancam wafat ajal timpa kembali,iman
[40.77],Al Mumin (Al Ghaafir),77,Maka bersabarlah kamu sesungguhnya janji Allah adalah benar maka meskipun Kami perlihatkan kepadamu sebagian siksa yang Kami ancamkan kepada mereka atau pun Kami wafatkan kamu (sebelum ajal menimpa mereka) namun kepada Kami sajalah mereka dikembalikan.,sabar sungguh janji allah lihat kepada siksa ancam wafat ajal timpa kembali,sejarah
[40.78],Al Mumin (Al Ghaafir),78,Dan sesungguhnya telah Kami utus beberapa orang rasul sebelum kamu di antara mereka ada yang Kami ceritakan kepadamu dan di antara mereka ada (pula) yang tidak Kami ceritakan kepadamu. Tidak dapat bagi seorang rasul membawa suatu mukjizat melainkan dengan seizin Allah maka apabila telah datang perintah Allah diputuskan (semua perkara) dengan adil. Dan ketika itu rugilah orang-orang yang berpegang kepada yang batil.,sungguh utus rasul cerita kepada cerita kepada rasul bawa mukjizat izin allah perintah allah putus perkara adil rugi pegang batil,alquran
[40.78],Al Mumin (Al Ghaafir),78,Dan sesungguhnya telah Kami utus beberapa orang rasul sebelum kamu di antara mereka ada yang Kami ceritakan kepadamu dan di antara mereka ada (pula) yang tidak Kami ceritakan kepadamu. Tidak dapat bagi seorang rasul membawa suatu mukjizat melainkan dengan seizin Allah maka apabila telah datang perintah Allah diputuskan (semua perkara) dengan adil. Dan ketika itu rugilah orang-orang yang berpegang kepada yang batil.,sungguh utus rasul cerita kepada cerita kepada rasul bawa mukjizat izin allah perintah allah putus perkara adil rugi pegang batil,bangsa bangsa terdahulu
[40.78],Al Mumin (Al Ghaafir),78,Dan sesungguhnya telah Kami utus beberapa orang rasul sebelum kamu di antara mereka ada yang Kami ceritakan kepadamu dan di antara mereka ada (pula) yang tidak Kami ceritakan kepadamu. Tidak dapat bagi seorang rasul membawa suatu mukjizat melainkan dengan seizin Allah maka apabila telah datang perintah Allah diputuskan (semua perkara) dengan adil. Dan ketika itu rugilah orang-orang yang berpegang kepada yang batil.,sungguh utus rasul cerita kepada cerita kepada rasul bawa mukjizat izin allah perintah allah putus perkara adil rugi pegang batil,iman
[40.78],Al Mumin (Al Ghaafir),78,Dan sesungguhnya telah Kami utus beberapa orang rasul sebelum kamu di antara mereka ada yang Kami ceritakan kepadamu dan di antara mereka ada (pula) yang tidak Kami ceritakan kepadamu. Tidak dapat bagi seorang rasul membawa suatu mukjizat melainkan dengan seizin Allah maka apabila telah datang perintah Allah diputuskan (semua perkara) dengan adil. Dan ketika itu rugilah orang-orang yang berpegang kepada yang batil.,sungguh utus rasul cerita kepada cerita kepada rasul bawa mukjizat izin allah perintah allah putus perkara adil rugi pegang batil,sejarah
[40.79],Al Mumin (Al Ghaafir),79,Allah-lah yang menjadikan binatang ternak untuk kamu sebagiannya untuk kamu kendarai dan sebagiannya untuk kamu makan.,allah jadi binatang ternak bagi kendara bagi makan,alquran
[40.79],Al Mumin (Al Ghaafir),79,Allah-lah yang menjadikan binatang ternak untuk kamu sebagiannya untuk kamu kendarai dan sebagiannya untuk kamu makan.,allah jadi binatang ternak bagi kendara bagi makan,bangsa bangsa terdahulu
[40.80],Al Mumin (Al Ghaafir),80,Dan (ada lagi) manfaat-manfaat yang lain pada binatang ternak itu untuk kamu dan supaya kamu mencapai suatu keperluan yang tersimpan dalam hati dengan mengendarainya. Dan kamu dapat diangkut dengan mengendarai binatang-binatang itu dan dengan mengendarai bahtera.,manfaat manfaat binatang ternak capai perlu simpan hati kendara angkut kendara binatang binatang kendara bahtera,alquran
[40.81],Al Mumin (Al Ghaafir),81,Dan Dia memperlihatkan kepada kamu tanda-tanda (kekuasaan-Nya) maka tanda-tanda (kekuasaan) Allah yang manakah yang kamu ingkari?,tanda tanda kuasa tanda tanda kuasa allah mana ingkar,iman
[40.82],Al Mumin (Al Ghaafir),82,Maka apakah mereka tiada mengadakan perjalanan di muka bumi lalu memperhatikan betapa kesudahan orang-orang yang sebelum mereka. Adalah orang-orang yang sebelum mereka itu lebih hebat kekuatannya dan (lebih banyak) bekas-bekas mereka di muka bumi maka apa yang mereka usahakan itu tidak dapat menolong mereka.,tiada ada jalan muka bumi perhati betapa sudah hebat kuat bekas bekas muka bumi usaha tolong,alquran
[40.82],Al Mumin (Al Ghaafir),82,Maka apakah mereka tiada mengadakan perjalanan di muka bumi lalu memperhatikan betapa kesudahan orang-orang yang sebelum mereka. Adalah orang-orang yang sebelum mereka itu lebih hebat kekuatannya dan (lebih banyak) bekas-bekas mereka di muka bumi maka apa yang mereka usahakan itu tidak dapat menolong mereka.,tiada ada jalan muka bumi perhati betapa sudah hebat kuat bekas bekas muka bumi usaha tolong,bangsa bangsa terdahulu
[40.83],Al Mumin (Al Ghaafir),83,Maka tatkala datang kepada mereka rasul-rasul (yang diutus kepada) mereka dengan membawa keterangan-keterangan mereka merasa senang dengan pengetahuan yang ada pada mereka dan mereka dikepung oleh azab Allah yang selalu mereka perolok-olokkan itu.,tatkala rasul rasul utus bawa terang terang senang tahu kepung azab allah olok olok,akhlaq dan adab
[40.83],Al Mumin (Al Ghaafir),83,Maka tatkala datang kepada mereka rasul-rasul (yang diutus kepada) mereka dengan membawa keterangan-keterangan mereka merasa senang dengan pengetahuan yang ada pada mereka dan mereka dikepung oleh azab Allah yang selalu mereka perolok-olokkan itu.,tatkala rasul rasul utus bawa terang terang senang tahu kepung azab allah olok olok,alquran
[40.83],Al Mumin (Al Ghaafir),83,Maka tatkala datang kepada mereka rasul-rasul (yang diutus kepada) mereka dengan membawa keterangan-keterangan mereka merasa senang dengan pengetahuan yang ada pada mereka dan mereka dikepung oleh azab Allah yang selalu mereka perolok-olokkan itu.,tatkala rasul rasul utus bawa terang terang senang tahu kepung azab allah olok olok,bangsa bangsa terdahulu
[40.83],Al Mumin (Al Ghaafir),83,Maka tatkala datang kepada mereka rasul-rasul (yang diutus kepada) mereka dengan membawa keterangan-keterangan mereka merasa senang dengan pengetahuan yang ada pada mereka dan mereka dikepung oleh azab Allah yang selalu mereka perolok-olokkan itu.,tatkala rasul rasul utus bawa terang terang senang tahu kepung azab allah olok olok,iman
[40.84],Al Mumin (Al Ghaafir),84,Maka tatkala mereka melihat azab Kami mereka berkata: Kami beriman hanya kepada Allah saja dan kami kafir kepada sembahan-sembahan yang telah kami persekutukan dengan Allah.,tatkala azab iman allah kafir sembah sembah sekutu allah,akhlaq dan adab
[40.84],Al Mumin (Al Ghaafir),84,Maka tatkala mereka melihat azab Kami mereka berkata: Kami beriman hanya kepada Allah saja dan kami kafir kepada sembahan-sembahan yang telah kami persekutukan dengan Allah.,tatkala azab iman allah kafir sembah sembah sekutu allah,iman
[40.85],Al Mumin (Al Ghaafir),85,Maka iman mereka tiada berguna bagi mereka tatkala mereka telah melihat siksa Kami. Itulah sunah Allah yang telah berlaku terhadap hamba-hamba-Nya. Dan di waktu itu binasalah orang-orang kafir.,iman tiada guna tatkala siksa sunah allah laku hamba hamba binasa kafir,iman
[41.1],Fussilat,1,Haa Miim.,haa miim,alquran
[41.2],Fussilat,2,Diturunkan dari Tuhan Yang Maha Pemurah lagi Maha Penyayang.,turun tuhan maha murah maha sayang,alquran
